title,text
alexj_proper,@_BigDaddy01 @YeleSowore @MBuhari @EndSars @mbujari The rigging still pains every sensible Nigerian.
AbubakarSeed3,@YeleSowore @MBuhari @EndSars @mbujari Where's our grant ???
ADEDARSENAL,"@YeleSowore @MBuhari @EndSars @mbujari Very soon, he will order your arrest for spitting rubbish."
mcashwide,"@_BigDaddy01 @YeleSowore @MBuhari @EndSars @mbujari U are a fool.. do u like how Nigeria is now? Don’t u think Nigeria will be Woking under him? Make use of ur head for once, pity urself"
abdul_mabdul,@YeleSowore @calebyung @MBuhari @EndSars @mbujari Go and pay her grant. I guess she’s still waiting🤔
skaalbgroup,@Alexbite1 @babangidarimi1 @lee_zamba @YeleSowore @MBuhari @EndSars @mbujari Mention one name of Boko Haram Terrorist you know given amnesty
chiukwujioke,@YeleSowore @MBuhari @EndSars @mbujari Are you not wondering about this nose mask? @YeleSowore  what is going on?
diraes_Ak,@stevobj @_BigDaddy01 @YeleSowore @MBuhari @EndSars @mbujari Capital LETTER FOOL
AbubakarVersat3,@YeleSowore @MBuhari @EndSars @mbujari U embark on a mission that will be difficult for u to accomplished.
BettMichael8,@YeleSowore @MBuhari @EndSars @mbujari Nigerians really made a wrong choice.
diraes_Ak,@vinxxehi @Janet_Aderinpe @YeleSowore @MBuhari @EndSars @mbujari 🤷🏽‍♂️
diraes_Ak,"@YeleSowore @MBuhari @EndSars @mbujari The man has too much blood in his hands, and he expect to have a good health? Never! He will DIE a mysterious death"
EweteOluwasegun,@YeleSowore @MBuhari @EndSars @mbujari 3 Grants Prospect 🤔🤔🤔
babangidarimi1,@lee_zamba @YeleSowore @MBuhari @EndSars @mbujari Boko Haram are the worst terrorist and anyone that is in support of their terrorism action is also a terrorist.
TonyMatt14,@YeleSowore @EndSars Buhari has done what he feels is right to do without knowing that; none of his generation can ever become a president of this country. With his perfect record he has kept.
Biafrabueze,"@YeleSowore @MBuhari @EndSars @mbujari BUHARI is DEAD and Buried in Saudi Arabia and Sowore u KNOWS THAT so, why are u NOT TELLING THE TRUTH??? Hypocrites"
tijanjaOfficial,@YeleSowore @MBuhari @EndSars @mbujari Avram Grant Baba.
YouthRisingNG,YeleSowore Buhari is a terrorist: @mbuhari ordered the massacre of  1k Shiites in one night; he ordered the massacre of  #IPOB members at a peaceful gathering in a secondary schl; he  ordered the massacre of peaceful  @endsars protesters at #Lekkitollgat… https://t.co/4YkwRkiDBI
CHINEMEREMEvan2,"@YeleSowore @MBuhari @EndSars @mbujari @MBuhari 
Continuity I fear"
NazifMusah,@YeleSowore @MBuhari @EndSars @mbujari You should guide your utterances! Very unfortunate statement!
Nsikan44228045,@YeleSowore @MBuhari @EndSars @mbujari @elrufai please include this silent silent terrorist hiding in  kaduna state government house. You guys underestimate this midget crimes in Nigeria. Elrufai and Buhari are both jihad is terrorist.
humanistadeyemi,"@YeleSowore @MBuhari @EndSars @mbujari We can't continue to have terrorists ruling us. Instead of being leaders, they supposed to be facing charges at the ICC.
#PantamiResign 
#PantamiIsATerrorist 
#Pantami 
#PantamiMustGo 
#PantamiResignNow
#BuhariMustGo 
#RevolutionNow 
#FreeKogi2 
#BuhariTormentor"
lisa_vamdam,@YeleSowore @MBuhari @EndSars @mbujari Countinueunity Gbuo Gi There @MBuhari Losser Okoko Your Have Brain 🧠Damage
pettielee,"@YeleSowore @MBuhari @EndSars @mbujari Grant master. You won't succeed in all these blatant lies.

Grant commander and grant embezzler."
AbdulafataYusuf,@YeleSowore @MBuhari @EndSars @mbujari Ole won chop grant again. Bubu won't give the chance
RabbiofTruth,"@YeleSowore @MBuhari @EndSars @mbujari Dummy, what does he know as CONTINUITY? terrorists in government."
af_n_e,YeleSowore: Buhari is a terrorist: @mbuhari ordered the massacre of  1k Shiites in one night; he ordered the massacre of  #IPOB members at a peaceful gathering in a secondary schl; he  ordered the massacre of peaceful  @endsars protesters at #Lekkitollga… https://t.co/RAz3wCBUIn
_BigDaddy01,@YeleSowore @MBuhari @EndSars @mbujari you are yet to recover from 2019 election shock. pbele!!
_BigDaddy01,@YeleSowore @MBuhari @EndSars @mbujari 2019 election result still dey pain this man.
BabtunzG,@YeleSowore @MBuhari @EndSars @mbujari Buhari must GO❌
hercease,"@babangidarimi1 @YeleSowore @MBuhari @EndSars @mbujari I guess the northerners are terrorists as well that's why the govt agents such as bokoharam, bandits and herdsmen will continue to flush them anytime, any day.
Last last, una go get sense."
lee_zamba,@babangidarimi1 @YeleSowore @MBuhari @EndSars @mbujari What about Boko haram ??
vinxxehi,"@Janet_Aderinpe @YeleSowore @MBuhari @EndSars @mbujari How do you want to collect Nigeria back from heartless people?

With ice cream and chicken?????🤔

Abi just hand shake???

Please wake up and check out your history with order country's history. Den predict the end of Nigeria."
_BigDaddy01,"@YeleSowore @MBuhari @EndSars @mbujari hate rate for Buhari is your nightmare, keep fooling around, he will visit you in your dream soon, then we shall see how werrey you will become?"
richardmarkonye,@YeleSowore @MBuhari @EndSars @mbujari #BuhariMustGo
Freeman34331307,@YeleSowore @MBuhari @EndSars @mbujari Wike is also a terrorist
HonKabiru,"@YeleSowore @MBuhari @EndSars @mbujari Sowore you be mad. Palliative Thief, Grant scammer https://t.co/xuPgPDR2vD"
2derikaofsense,"@YeleSowore @MBuhari @EndSars @mbujari Gbenu oshi soun. You keep inciting people to fight, to destroy and destabilise the country. Yet, you keep your family safe in another country. You are all you have to lose in nigeria, some people have more to lose than themselves. Tbh, losing you is rather good riddance anyway."
Kelechu54277450,@YeleSowore @MBuhari @EndSars @mbujari Indeed he is
KabiruMisali,@YeleSowore @MBuhari @EndSars @mbujari Someone should please help Sowore find a professional psychiatrist who can treat him from this severe gut-wrenching defeat pain he's suffering since that presidential election.
aidokha,"@YeleSowore @MBuhari @EndSars @mbujari Clearly you don mad. The fear of Wike is the beginning of wisdom.I remember Obigbo and what Wike did, yet you are calling Buhari."
TtifeB,"@YeleSowore @MBuhari @EndSars @mbujari SowoGRANT, Buhari will still not give you the attention you crave, we know for every arrest, grant must enter."
agegefirstborn,@YeleSowore @MBuhari @EndSars @mbujari Continuity in killing abi ? Eleribu
Janet_Aderinpe,@YeleSowore @MBuhari @EndSars @mbujari Do you honestly not fear for your life in this militarized democracy that we are practicing in Nigeria? Stay safe pls
Thedarkhorse123,@YeleSowore @MBuhari @EndSars @mbujari How did @DrIsaPantami &amp; @HMKemiAdeosun make it through DSS b4 they were cleared to occupy those offices? Where are the DSS officers in charge what happened to them?🤮
babangidarimi1,@YeleSowore @MBuhari @EndSars @mbujari All the above mentioned groups are terrorist group. And government will continue to flush them any day anytime.
YeleSowore,Buhari is a terrorist: @mbuhari ordered the massacre of  1k Shiites in one night; he ordered the massacre of  #IPOB members at a peaceful gathering in a secondary schl; he  ordered the massacre of peaceful  @endsars protesters at #Lekkitollgate @mbujari ordered killings at Obigbo https://t.co/n7gbdt4fNw
darohjong,"@JessicaOgwatar These are the people encouraging, escalating terrorism and violence all over the place
Official TERRORISTS inder government cover 

During @Endsars protest in Abj, they used official SUV's to move hoodlums all over Abi"
UyiJoel,"@YeleSowore @MBuhari @OfficialGYBKogi Those bitter and crying against grants for@YeleSowore, have you finished squandering the looted grant paid to you guys as thugs to attack @endsars protesters.?.....I knew you guys will always show your facese here"
EpuhAnthony,"That was their thought sir, unfortunately Lekki Protest @ENDSARS should let them wake up,  the children of this generation are not as patient  sir https://t.co/cTvPB0TVsj"
afroromantics,@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Are you Islamic Studies major?
afroromantics,@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA NIRA is under NITDA
afroromantics,@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA What specific public service rule?
afroromantics,@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Which rules?
afroromantics,@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA I advise you to consult with a technical person in your organization.
ribaduabubakar2,"@afroromantics @EndSars @SavvyRinu @MBuhari @GarShehu @CIA NIRA administer the .ng domain. Pls, speak with facts."
ribaduabubakar2,"@afroromantics @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Supervision doesn't grant access,  I advise you to study the Public Service Rules."
afroromantics,"@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Then, you are misleading the Nigerian Government and @MBuhari   The ministry controls the entire communications national infrastructure.  Perhaps you are just ignorant of the facts of the Ministry work for. This is the agency that control IXP and .ng domains"
afroromantics,"@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA #EndSARS 
Supervision by default grants access.  He also oversees NITDA,  and NIGCOMSAT.  He regulates all teleco provider.   You might want to consult with technically competent people at the ministry before you butcher another PR response."
ribaduabubakar2,@afroromantics @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Channel your question to the custodian pls.
ribaduabubakar2,@afroromantics @EndSars @SavvyRinu @MBuhari @GarShehu @CIA No? Pantami supervises the activities of NIMC and gives them policy direction.
ribaduabubakar2,@afroromantics @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Yes pls.
afroromantics,"@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Are you saying the Nigeria communications ministry has no access to any telecommications data?  Satellite, Internet, telephony?    Is that what you are saying?"
afroromantics,@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Is Pantami in charge of NIMC?
afroromantics,@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Are you saying custodians of data have no access?
afroromantics,@ribaduabubakar2 @EndSars @SavvyRinu @MBuhari @GarShehu @CIA #EndSARS  Am not following you here.  What does continuous process have to do with access to data?
ribaduabubakar2,"@afroromantics @EndSars @SavvyRinu @MBuhari @GarShehu @CIA Governance is a continuous process, no individual holds your data. NIMC was established by an act of parliament they are the custodians of the National Identity Database."
afroromantics,"@endsars @SavvyRinu 
@MBuhari
@GarShehu
@CIA
Pantami is a national security risk.  He's  custodian of telecommication data.  Who is to say, he won't give our personal data to Al Qaeda.  He must go!"
johnpofficials,"@wink to the moon🚀🚀🚀🚀🚀🚀🚀
Lets keep holding 💪💪💪💪💪💪💪
@endsars @Bitcoin"
ijiji_anthony,"@Aliyujari @MBuhari It will surely die. However, the truth is that the Miyetti Allah leadership is complicit in this game. It is not a transfered aggression on the Fulani but the Fulani is used against Buhari. Same as @endsars, IPOB and ESN. They are tools."
PrinceAdebanjoO,"@endsars predicted👇😭

https://t.co/znjHoSYHSc"
CeciliaOleghe,"@KhalifaDikwaPhD @EndSars Sir, our leaders will not listen to well informed and well educated people like you sir. As we watch let's pray for Nigeria.Your voice is the voice of truth."
_realcardi,@politicsNyame @EndSars I hear sense like this ky33
politicsNyame,"""If you're emotionally attached to your tribe, religion or political learning to the point that truth and justice become secondary considerations, your education is useless and for that matter, a liability to mankind.""             
@EndSARS | Mahama | Dumsor | Ghanaians"
OnikoyiBankole,@Endsars Psychos who burnt &amp; looted businesses just 6 months ago to prove their hatred for the man in power are asking why Twitter chose Ghana.
unique_Jayne,"@SaharaReporters @HQNigerianArmy If it is @endsars matter, they'll quickly repel citizens with ammunitions of various types. BH terrorists are now their friends so they won't repel against them"
agility_samuel,@renoomokri @MBuhari We can never allow our brothers death @endsars to be in vain
ijiji_anthony,"@jeffphilips1 I have said it earlier that @endsars, killer herdsmen, IPOB, ESN, North West criminals, Igboho &amp; his group, Wicked governors, etc are likely one and same people. Their mandate maybe is to give bad name to this regime. Have they not failed? They have already."
Kempez2017,"@SpeakerGbaja @femigbaja threaten to not sign the budget coz of @EndSars. Now those who influenced the MADNess like @henryshield are suggesting that they should try it again against the 2023 elections for @OfficialAPCNg not to retain power.

Is he still on that route? 🤔"
KhalifaDikwaPhD,"@CeciliaOleghe Thanks my Sis. Nig's all human &amp; material resources to devlop.Polit actors in successive govts filibustered ability of our Great Defence &amp;Secu wt limitd modern techno &amp; equipm to supplem personnel deficit &amp;fight grafts, mustn't dampen morale of Armed Forces, aft Police's @EndSARS"
ogoh_francis,"Dangote Is Selling Cement For 1,150 Naira In Zambia but #3900 in Nigeria, its a bad market for this failing country
@AishaYesufu @EndSars @GuardianNigeria @channelstv @AreaFada1 @realFFK @NigeriaGov"
DChukwumaechi,"@MaziNnamdiKanu @PoliceNG OHAMADIKE, WE KNOW THAT'S THEY KNOWS WHAT THEY'RE DOING. FULANI WILL TRY A TRICK(@ENDSARS) IF IT IS WORK ONE TIME. THEN IT'S GOOD TO GO...!! THEY SEE EVERYBODY AS A COW ON VOODOO SPELL, BUT BLINDLY  PEOPLE DON'T KNOW YET, IT'S A PITY!?!."
cocknshaft,"@DrJoeAbah Make una Luk weli weli  o! bekos dis ting wey dey hapn so eh? e resembu Wetin hapin to @EndSARS. 

Having stationed their foot soldiers in ur forests all they nid is a legal rizn. Wyle govt forces attack the region frm d front, d illegal soldiers in Bush ll take dem frm d  rear."
chigoziestanl20,"Killing peaceful @endsars protesters
Bringing herdsmen into power
Sponsoring bandits
Encouraging boko haram
Seperating Nigeria
Disvalueing naira
Poor electricity
Fuel high price
Higher rate of unemployment
Killing Nigeria economy
Poor health care
Higher rate of borrowing
Tribalis https://t.co/Cfz9FNxs8p"
IsholaKamaldeen,@OsosaChris 😀 u remind me d out come of @EndSars protest #lekkilies😁👍
AlujanjanKijan,"@SaharaReporters @GarShehu But, why has @cenbank never tracked and burst the beneficiary accounts but it was so easy for them to burst and close the accounts of the @EndSARS protesters?
Moreover, how many of the terrorists have they ever prosecuted?
Who cares about their report?
Govt by lies &amp; deceit..."
johnudofia,Now that it's still morning nigerian youths will not use this bird app and create a formidable structure that will decide our faith come 2023 @renoomokri keep fooling yourselves in ogbodo onyibo @Endsars should be a lesson that the gragra era had long ended fight intelligently
2gbasqie,"If you like turn deaf ears to DOCTORS AND NLC while you're a minister, become a detective at the expense of @Endsars protesters lives or turn yourself to political Demigod just remember that you're going to be no more one day."
